,-20,-10,-3,-1,0,1,3,10,20
50,-7.74913813868177,-5.727280740129589,-5.814020817113961,-5.780972461426158,-5.407648393134946,-5.576043178536072,-6.22758979435931,-7.500414482823714,-13.465435515688895
88,-2.7645233537218457,-2.5251682600585506,-2.510567930431621,-2.419634888161576,-2.6601079492429833,-2.409186224856485,-2.5394689746020265,-2.470540309453805,-2.482817720570159
77,-2.8306809132659025,-2.718763366266119,-3.054823687860643,-4.132895875732369,-2.6140281906156524,-2.7048934475300284,-2.534490962316962,-2.768561337064683,-2.972274358641526
72,-2.1137008455924255,-2.33829650757909,-2.266356043558456,-2.340944033508335,-2.2656808460042672,-2.4564551446375313,-2.457666170571598,-2.036328346710827,-2.0974930634642703
24,-1.7084799811724525,-1.341269915381014,-1.3638751707576624,-1.6005333007453326,-1.6761070984926378,-1.7811814607173597,-1.418253816659268,-1.385615119847073,-1.5047380535833328
20,-1.8851935906496187,-1.7383143433956985,-1.8752119418454651,-2.0983240253435422,-1.7809223757426633,-1.695833690779013,-1.8375197632718088,-1.9797793224514124,-1.7594331613058274
19,-1.7106964508132305,-1.4948008167100602,-1.5140645437447369,-1.3578347479753108,-1.5478734064283384,-2.290673382489021,-1.5856853391827164,-1.8506001248537847,-1.3900900885429734
41,-0.8128467067365243,-0.7131751913051972,-0.7123980218585608,-1.1772553276323763,-0.665343042156239,-0.8128617517557256,-0.6636950105036111,-0.8328208786968301,-1.0219847413609289
3,-2.4690508936420774,-2.2232564714199654,-2.4155610550365263,-2.582888688020649,-2.263904321077179,-2.115781759031271,-2.2528708252675975,-2.4010898262556273,-2.250129758026132
1,-1.9805635665903143,-1.9370126573354023,-2.17178591177512,-2.141042305566484,-1.9730895634302394,-2.0099933109405956,-2.199052239478771,-2.1375176091169177,-2.156189033927105
26,-1.6873698713937384,-1.289149188178011,-1.1781489017091666,-1.335307351800104,-1.1061528063386734,-1.2511672539288825,-1.1765457611198085,-1.148378947964531,-1.2016685146115458
2,-2.183029348612004,-2.273441328801403,-2.3929505165737557,-2.223637796732546,-2.162020007955825,-2.446088646712419,-2.400174239304854,-2.164091853384555,-2.557246232385384
-32,-1.5981897628818253,-1.7641270246555474,-1.5762765369205158,-1.5402579844641662,-1.6799955365963228,-1.8286508312083423,-1.5779663680054075,-1.9422103937349773,-1.8075598572653913
-11,-1.691411354880767,-1.8406963950315938,-1.900673846598222,-1.71380218688731,-1.873268812316119,-2.0450963257892147,-1.7190591876651458,-1.8011182317204564,-1.8962548720728467
-39,-2.0013302900131955,-1.743180182724897,-1.8786083610751914,-2.499804352854094,-1.7865307079889021,-1.8345331822301993,-1.914234323208555,-1.6496315548197045,-2.1816439341404865
-110,-0.4,-0.35274500000000003,-0.315,-0.6105499999999999,-0.60015,-0.305,-0.315,-0.3562685,-0.402835
-124,-0.4,-0.3572128088195956,-0.31817835,-0.305,-0.302745,-0.305,-0.315,-0.35000000000000003,0.0
-117,-0.4,-0.35314999999999996,-0.630024705,-0.60695,-0.5998673999999999,-0.609695,-0.629595,-0.35314999999999996,-0.4
-73,-1.5842766100000003,-1.7290629143,-1.4524323234187,-1.5149505905207001,-1.4922348279880464,-1.522429700626109,-1.7573640102554853,-1.7415872331143825,-1.7895763505291726
-92,-1.58865917485,-1.04628185,-0.9455776650000001,-1.1109756499999999,-1.1929954107,-1.22849169589708,-1.1443794726305647,-1.0506569885,-1.19994734335
-107,-1.3907303745,-1.4417888815,-0.62685,-1.10859805,-0.897348276363,-0.919886709275,-0.6325480665,-0.6992697050000001,-0.8045130688816925
-82,-0.796,-1.048497515,-0.941069565,-1.404628345,-0.90271120593,-0.80855,-0.94387905,-1.0505573094143967,-0.8019566499999999
-99,-0.9986349999999999,-0.8965000000000001,-0.6356385,-0.6151301,-0.6152907878640335,-0.90902425985,-1.13829905,-0.7104336448247539,-0.8147746327557578
39,-1.2945111354058212,-1.2584532644211972,-1.9288014383561882,-1.2608556272354297,-1.223566917393441,-1.343742952579864,-1.4830415673903086,-1.9029246395169115,-1.3387026975045213
82,-2.452350533983638,-2.3221537792229507,-2.082305248473717,-2.32495508018714,-2.338670406020976,-2.1323393064077876,-2.422463280176748,-2.134108656928401,-2.0847105101495096
132,-2.1066799088439216,-2.103069814080155,-1.8947722282167738,-1.833246540924756,-1.798927448111558,-1.8261853127048493,-2.082525169751178,-2.087727148232127,-1.9855441244131697
122,-2.4895153838796285,-2.777675606405196,-2.478390462839994,-2.423560256630396,-2.453495372192105,-2.4140601789958627,-2.4973993840490745,-2.427442261182823,-2.762037003449723
63,-1.7638646647987595,-1.8822624355467803,-1.8086016546561061,-1.7322595057794794,-1.8004925416701258,-1.8993579028017842,-2.015845847671201,-1.9431479854075677,-1.8164641519084457
71,-2.285936230529563,-1.5938955139170519,-1.799302142460269,-1.8665363620297675,-1.811563616926245,-1.871779682794728,-1.5936097524768582,-1.6092200449557161,-1.6015805325093668
36,-1.0014064124993736,-1.2267153428510003,-1.1812560386575628,-1.2011411503343201,-0.9169233131107631,-1.1314222850428397,-0.9335097101053715,-1.1984932347756483,-1.1194076170210017
37,-1.205601727404367,-1.1593846320757921,-1.550156842602555,-1.1500849758564717,-1.1541162042582387,-1.1907978508377313,-1.1519591818137978,-1.3725598887808417,-1.2095078347050325
-2,-2.0821083734739823,-2.552220989274406,-2.210416127725712,-2.3163399747356603,-1.9486458398522308,-2.1307868175259554,-2.5655016944313274,-2.1941385617890274,-2.1328588192297824
