,-20,-10,-3,-1,0,1,3,10,20
50,-9.215069561001417,-5.647343265946467,-6.769468551847803,-6.548893376945254,-4.665569420134507,-5.254943951480701,-6.5866389705439365,-11.740656041410888,-14.67605818039322
58,-1.7860965272224845,-1.7493895780571143,-1.9871957098261142,-1.889419219877531,-1.9925222400329679,-1.9152786856075963,-1.9979268121010239,-1.7299420671373689,-1.999975051152026
90,-2.7034728692548993,-2.666885990288039,-2.8634199087582406,-2.596024501293531,-2.7414224738083806,-2.7129371133093545,-2.8145901125717088,-2.959162290759171,-2.7808819442113686
78,-1.5976742484633097,-1.7096390172182068,-1.6526756762720114,-1.6260964249227245,-1.8099949494085759,-1.5538256351394,-1.957236546578395,-1.5584711359965178,-1.9014938485490787
69,-2.1244844834740055,-2.041341868239168,-2.3067152664007637,-2.0431318335800728,-2.478176887055575,-2.457386046437913,-2.0423094240335153,-2.284938639188838,-2.092043142601838
29,-1.2122039414302856,-1.0989910852142855,-1.2439944261021194,-1.0809821512874478,-1.5922107356736386,-1.1144101538329714,-1.0841635325215226,-1.1172884284762383,-1.1073670692009314
47,-1.2965148378737195,-1.2485833216749365,-1.3000644404265005,-1.3370457509826112,-1.6854140621873324,-1.3809313320824899,-1.5383527564315065,-1.4575840447722583,-1.3352935299172572
27,-1.1995493916492803,-1.1015946253240683,-1.119018251150227,-1.2016707440733838,-1.2045861642022848,-1.3755730178477417,-1.0866417472698748,-1.1481874966310244,-1.4077758237416007
-24,-2.375068065875368,-2.1795451629283455,-2.213978242460667,-2.305744952225558,-2.3721241121851246,-2.497302612317228,-2.204730755383163,-2.5153564525725236,-2.1933623509860896
20,-1.7842516920658271,-2.095900478406146,-1.8247941046568006,-1.7423711778160327,-1.9219795379531055,-1.804355907602447,-2.0457572656978624,-2.0062032003020707,-1.8500789725107505
-13,-1.9924878606625593,-2.1307994454111276,-2.0909314967293007,-1.8270720354874557,-2.081769474049827,-1.8192451775920229,-1.9465850021263282,-1.8880026897619246,-1.8758584718587752
-18,-1.9848348755422418,-1.7454299913674798,-1.8974007301807918,-1.7117945419770195,-1.7752280362588915,-1.818698484114471,-1.8824366210103454,-1.9270707094106023,-1.7634987565568605
25,-1.1137978902859178,-0.9644342206054852,-1.1044034198355035,-1.1759689902723864,-0.9346664485804745,-1.0448219927018338,-1.1746964112569,-0.945903156715,-1.2416129098086404
40,-1.6839456445247984,-1.968812813345279,-1.6921913939243214,-1.7423114059137854,-1.7712044378035923,-2.1231068843612935,-1.6858007016115673,-1.6770910168215634,-1.7334775934550184
-21,-1.9823636852905002,-2.208332838949834,-2.1827118203067295,-2.12661146685765,-2.068137491545399,-2.1088251236847633,-1.8782355428609854,-2.0846098519428415,-2.1656267750579046
-3,-1.7804303961759993,-1.7463097081797578,-1.693009077907102,-1.724810285159863,-1.5029095327729012,-1.4237427392485336,-1.6615389936807998,-1.690262955785585,-1.5005095433890128
33,-1.2001792301543253,-1.5988389335682147,-1.7053588300743996,-1.1227706239864235,-1.1766661243759022,-1.4491806550207569,-1.131671020515097,-1.1468239342834894,-1.3936573095
67,-1.8570802610528818,-2.1457584879707396,-2.466659824002548,-1.8827139312843948,-1.812884964554276,-2.081565006362186,-1.9810429026514131,-2.1293839299133728,-1.8140980324354312
51,-1.1872809932515709,-1.2496390038890373,-1.179173568581122,-1.2713647433220427,-1.2169397632807044,-1.3794590650492498,-1.4823836070458274,-1.2985718008966602,-1.208394231821303
36,-1.107754191053343,-0.869006289614103,-1.0403615146638732,-0.8228132734198624,-0.9418742217807461,-0.8188328458754293,-1.9469031765646947,-0.8623001426731993,-1.223572453011269
31,-0.7086699382742792,-0.9486235000000001,-1.429032210407045,-0.8069500000000001,-0.6400943556440942,-0.7645463301591402,-0.6504455211310547,-0.6565399792274196,-0.8207345004299987
