0,280.5
1,38.0
2,11.0
3,50.5
4,17.5
5,6.0
6,61.0
7,65.5
8,61.5
9,24.0
10,72.5
11,36.5
12,63.0
13,76.0
14,13.0
15,54.5
16,48.0
17,3.5
18,40.5
19,89.5
20,53.5
21,61.5
22,79.5
23,67.0
24,78.0
25,80.5
26,80.0
27,78.5
28,60.0
29,91.0
30,42.5
31,80.5
32,63.5
33,72.5
34,78.5
35,27.0
36,84.5
37,89.0
38,-13.0
39,75.5
40,80.5
41,65.5
42,75.0
43,49.0
44,82.0
45,71.5
46,85.0
47,63.0
48,44.0
49,68.0
50,71.0
51,85.5
52,85.0
53,76.5
54,74.5
55,68.5
56,48.0
57,76.5
58,63.5
59,77.0
60,39.5
61,76.0
62,68.5
63,72.0
64,63.0
65,54.5
66,46.5
67,63.5
68,79.0
69,80.0
70,73.5
71,76.0
72,19.5
73,82.5
74,77.5
75,21.0
76,84.0
77,52.0
78,70.5
79,47.0
80,67.0
81,34.0
82,57.0
83,85.0
84,67.0
85,66.0
86,64.5
87,83.0
88,80.0
89,71.0
90,61.0
91,61.0
92,73.5
93,80.0
94,71.0
95,78.5
96,39.5
97,64.0
98,83.5
99,72.0
100,75.0
101,74.5
102,38.0
103,71.5
104,42.5
105,75.0
106,69.0
107,78.5
108,57.0
109,79.5
110,63.5
111,58.5
112,87.0
113,26.0
114,67.0
115,93.0
116,43.5
117,43.5
118,73.5
119,74.5
120,59.0
121,65.0
122,88.5
123,74.5
124,51.5
125,73.5
126,86.5
127,74.5
128,19.0
129,38.5
130,82.5
131,78.5
132,84.0
133,80.5
134,61.0
135,72.5
136,68.5
137,75.5
138,47.5
139,75.0
140,90.5
141,68.0
142,55.0
143,63.0
144,79.5
145,71.0
146,88.5
147,52.0
148,85.5
149,69.5
150,83.0
151,69.0
152,63.0
153,72.5
154,88.5
155,66.5
156,86.0
157,59.5
158,45.0
159,78.0
160,28.0
161,22.0
162,91.0
163,83.0
164,71.5
165,75.5
166,53.0
167,69.5
168,48.0
169,72.0
170,70.0
171,72.0
172,55.0
173,42.0
174,64.5
175,83.0
176,54.0
177,60.5
178,86.5
179,49.5
180,36.5
181,76.0
182,76.5
183,66.5
184,73.0
185,67.0
186,73.5
187,79.0
188,73.5
189,61.5
190,67.5
191,76.5
192,80.5
193,84.5
194,59.5
195,59.5
196,54.5
197,68.5
198,61.0
199,56.0
200,64.5
201,68.5
202,50.5
203,80.0
204,91.0
205,60.0
206,90.0
207,89.5
208,80.0
209,63.0
210,44.0
211,80.5
212,82.0
213,30.5
214,72.0
215,77.5
216,38.5
217,91.5
218,55.0
219,67.0
220,92.5
221,37.5
222,56.5
223,56.5
224,58.5
225,69.0
226,90.5
227,59.0
228,35.0
229,60.0
230,81.5
231,43.5
232,64.0
233,78.5
234,57.0
235,73.5
236,42.0
237,88.0
238,65.0
239,39.5
240,63.5
241,77.0
242,69.0
243,61.0
244,56.5
245,58.0
246,87.0
247,46.0
248,66.5
249,91.0
250,66.5
251,81.0
252,42.5
253,82.0
254,36.0
255,78.5
256,57.5
257,52.0
258,63.5
259,68.0
260,85.5
261,39.5
